carrierCode;tailNum;planeModel;planeYear;
OH;N689CA;CL600-2D24;2007;
DL;N689DL;757-232;1998;
MQ;N689MQ;;;
WN;N689SW;737-3Q8;1985;
CO;N69059;767-424ER;2002;
CO;N69063;767-424ER;2002;
OH;N690CA;CL-600-2C10;;
DL;N690DL;757-232;1998;
MQ;N690MQ;;;
WN;N690SW;737-3G7;1988;
OH;N691CA;CL600-2D24;2007;
MQ;N691MQ;;;
WN;N691WN;737-3G7;1988;
OH;N692CA;CL600-2D24;2006;
DL;N692DL;757-232;1998;
MQ;N692MQ;;;
WN;N692SW;737-3T5;1985;
CO;N69311;737-3TO;1985;
CO;N69333;737-3TO;1986;
OH;N693CA;CL600-2D24;2006;
DL;N693DL;757-232;1998;
MQ;N693MQ;;;
WN;N693SW;737-317;1985;
DL;N694DL;;;
MQ;N694MQ;;;
WN;N694SW;737-3T5;1985;
OH;N695CA;CL600-2D24;2006;
DL;N695DL;;;
MQ;N695MQ;;;
WN;N695SW;737-3Q8;1986;
CO;N69602;737-524;1994;
CO;N69603;737-524;1994;
DL;N696DL;;;
MQ;N696MQ;;;
DL;N697DL;757-232;1999;
MQ;N697MQ;;;
WN;N697SW;737-3TO;1988;
OO;N698BR;CL-600-2B19;;
DL;N698DL;757-232;1999;
MQ;N698MQ;;;
WN;N698SW;737-317;1986;
OO;N699BR;CL-600-2B19;2003;
DL;N699DL;757-232;1999;
MQ;N699MQ;;;
WN;N699SW;737-3Y0;1987;
WN;N700GS;737-7H4;1997;
US;N700UW;A319-112;1998;
WN;N701GS;737-7H4;1997;
OO;N701SK;CL-600-2C10;2004;
US;N701UW;A319-112;1998;
MQ;N702MQ;;;
OO;N702SK;CL-600-2C10;2004;
US;N702UW;A319-112;1998;
CO;N70352;737-3TO;1987;
AS;N703AS;737-490;1998;
B6;N703JB;A320-232;2008;
MQ;N703MQ;;;
OO;N703SK;CL-600-2C10;2004;
WN;N703SW;737-7H4;1997;
US;N703UW;A319-112;1998;
WN;N704SW;737-7H4;1998;
US;N704US;A319-112;1998;
DL;N704X;757-2Q8;1997;
AS;N705AS;737-490;1998;
B6;N705JB;A320-232;2008;
MQ;N705MQ;;;
OO;N705SK;CL-600-2C10;2004;
WN;N705SW;737-7H4;1998;
DL;N705TW;757-231;1997;
US;N705UW;A319-112;;
AS;N706AS;737-490;1998;
B6;N706JB;A320-232;2008;
MQ;N706MQ;;;
OO;N706SK;CL-600-2C10;2004;
WN;N706SW;737-7H4;1998;
EV;N707EV;CL-600-2C10;2002;
MQ;N707MQ;;;
WN;N707SA;737-7H4;1998;
OO;N707SK;CL-600-2C10;1999;
AS;N708AS;737-490;1999;
EV;N708EV;CL-600-2C10;2002;
B6;N708JB;;;
MQ;N708MQ;;;
OO;N708SK;CL-600-2C10;2004;
WN;N708SW;;;
US;N708UW;A319-112;1999;
OO;N709BR;CL-600-2B19;2003;
EV;N709EV;CL-600-2C10;2002;
B6;N709JB;;;
MQ;N709MQ;;;
OO;N709SK;CL-600-2C10;2004;
WN;N709SW;737-7H4;1998;
DL;N709TW;757-2Q8;1997;
US;N709UW;A319-112;1999;
OO;N710BR;CL-600-2B19;2003;
OH;N710CA;CL-600-2B19;1998;
EV;N710EV;CL-600-2C10;2002;
MQ;N710MQ;;;
OO;N710SK;CL-600-2C10;2004;
WN;N710SW;737-7H4;1998;
DL;N710TW;757-2Q8;1997;
US;N710UW;A319-112;1999;
WN;N711HK;737-7H4;1998;
MQ;N711MQ;;;
US;N711UW;A319-112;1999;
OH;N712CA;CL-600-2B19;1998;
B6;N712JB;;;
MQ;N712MQ;;;
OO;N712SK;CL-600-2C10;2004;
WN;N712SW;737-7H4;1998;
US;N712US;A319-112;1999;
AS;N713AS;737-490;1999;
OH;N713CA;CL-600-2B19;1998;
MQ;N713MQ;;;
OO;N713SK;CL-600-2C10;2004;
WN;N713SW;737-7H4;1998;
DL;N713TW;757-2Q8;1997;
US;N713UW;A319-112;1999;
WN;N714CB;737-7H4;1998;
US;N714US;A319-112;1999;
B6;N715JB;;;
MQ;N715MQ;;;
YV;N715SF;CL-600-2B19;1996;
OO;N715SK;CL-600-2C10;2004;
WN;N715SW;737-7H4;1998;
US;N715UW;A319-112;1999;
OH;N716CA;CL-600-2B19;1998;
EV;N716EV;CL-600-2C10;2003;
MQ;N716MQ;;;
OO;N716SK;CL-600-2C10;2004;
WN;N716SW;737-7H4;1998;
US;N716UW;A319-112;1999;
EV;N717EV;CL-600-2C10;2003;
FL;N717JL;717-200;2002;
MQ;N717MQ;;;
WN;N717SA;737-7H4;1998;
DL;N717TW;757-231;1999;
US;N717UW;A319-112;1999;
EV;N718EV;CL-600-2C10;2003;
MQ;N718MQ;;;
OO;N718SK;CL-600-2C10;2004;
WN;N718SW;737-7H4;1998;
DL;N718TW;757-231;1999;
EV;N719EV;CL-600-2C10;2003;
MQ;N719MQ;;;
OO;N719SK;CL-600-2C10;2004;
WN;N719SW;737-7H4;1998;
EV;N720EV;CL-600-2C10;2003;
MQ;N720MQ;;;
OH;N720SW;CL-600-2B19;1999;
WN;N720WN;737-7H4;1998;
OH;N721CA;CL-600-2B19;1998;
MQ;N721MQ;;;
DL;N721TW;757-231;1999;
US;N721UW;A319-112;1999;
EV;N722EV;CL-600-2C10;2003;
MQ;N722MQ;;;
DL;N722TW;757-231;1999;
US;N722US;A319-112;1999;
EV;N723EV;CL-600-2C10;2004;
MQ;N723MQ;;;
WN;N723SW;737-7H4;1999;
DL;N723TW;;;
US;N723UW;A319-112;1999;
CO;N72405;737-924;2001;
EV;N724EV;CL-600-2C10;2004;
MQ;N724MQ;;;
OO;N724SK;CL-600-2C10;2004;
WN;N724SW;737-7H4;1999;
US;N724UW;A319-112;1999;
MQ;N725MQ;;;
WN;N725SW;737-7H4;1999;
US;N725UW;A319-112;1999;
YV;N7264V;CL-600-2B19;1998;
OO;N726SK;CL-600-2C10;2005;
WN;N726SW;737-7H4;1999;
WN;N727SW;737-7H4;1999;
DL;N727TW;;;
MQ;N728MQ;;;
OO;N728SK;CL-600-2C10;2005;
WN;N728SW;737-7H4;1999;
YV;N7291Z;CL-600-2B19;1999;
B6;N729JB;;;
WN;N729SW;737-7H4;1999;
YV;N7305V;CL-600-2B19;1999;
EV;N730EV;CL-600-2C10;2004;
OO;N730SK;CL-600-2C10;2005;
WN;N730SW;737-7H4;1999;
US;N730US;A319-112;2000;
CO;N73152;767-224;2000;
WN;N731SA;737-7H4;1999;
CO;N73251;737-824;2000;
CO;N73256;737-824;2000;
CO;N73259;737-824;2001;
CO;N73270;737-824;2001;
CO;N73275;737-824;2002;
CO;N73276;737-824;2002;
CO;N73278;737-824;;
CO;N73283;737-824;2004;
CO;N73291;737-824;2004;
CO;N73299;737-824;2005;
OO;N732SK;CL-600-2C10;2005;
WN;N732SW;737-7H4;1999;
US;N732US;A319-112;2000;
MQ;N733MQ;;;
WN;N733SA;737-7H4;1999;
US;N733UW;A319-112;2000;
CO;N73406;737-924;2001;
WN;N734SA;737-7H4;1999;
WN;N735SA;737-7H4;1999;
WN;N736SA;737-7H4;1999;
WN;N737JW;737-7H4;1999;
US;N737US;A319-112;2000;
WN;N738CB;737-7H4;1999;
EV;N738EV;CL-600-2C10;2004;
MQ;N738MQ;;;
OO;N738SK;CL-600-2C10;2005;
US;N738US;A319-112;2000;
OH;N739CA;CL-600-2B19;1998;
WN;N739GB;737-7H4;1998;
EV;N740EV;CL-600-2C10;2004;
OO;N740SK;CL-600-2C10;2005;
WN;N740SW;737-7H4;1998;
US;N740UW;A319-112;2000;
EV;N741EV;CL-600-2C10;2004;
WN;N741SA;737-7H4;1998;
US;N741UW;A319-112;2000;
US;N742PS;A319-112;2000;
OO;N742SK;CL-600-2C10;2005;
WN;N742SW;737-7H4;1998;
OO;N743SK;CL-600-2C10;2005;
WN;N743SW;737-7H4;1998;
EV;N744EV;CL-600-2C10;2004;
US;N744P;A319-112;2000;
OO;N744SK;CL-600-2C10;2005;
WN;N744SW;737-7H4;1999;
OO;N745SK;CL-600-2C10;2005;
WN;N745SW;737-7H4;1999;
US;N745VJ;A319-112;2000;
B6;N746JB;;;
OO;N746SK;CL-600-2C10;2005;
WN;N746SW;737-7H4;1999;
US;N746UW;A319-112;2000;
WN;N747SA;737-7H4;1999;
US;N747UW;A319-112;2000;
CO;N74856;757-324;2004;
EV;N748EV;CL-600-2C10;2004;
OO;N748SK;CL-600-2C10;2005;
WN;N748SW;737-7H4;1999;
US;N748UW;A319-112;2000;
WN;N749SW;737-7H4;1999;
US;N749US;A319-112;2000;
DL;N750AT;757-212;1984;
EV;N750EV;CL-600-2C10;2004;
OO;N750SK;CL-600-2C10;2005;
US;N750UW;A319-112;2000;
DL;N751AT;757-212;1984;
EV;N751EV;CL-600-2C10;2004;
NW;N751NW;DC-9-41;1968;
OO;N751SK;CL-600-2C10;2005;
WN;N751SW;737-7H4;1999;
US;N751UW;A319-112;2000;
DL;N752AT;757-212;1984;
EV;N752EV;CL-600-2C10;;
NW;N752NW;DC-9-41;1968;
OO;N752SK;CL-600-2C10;2005;
WN;N752SW;737-7H4;1999;
US;N752US;A319-112;2000;
EV;N753EV;CL-600-2C10;2004;
OO;N753SK;CL-600-2C10;2005;
WN;N753SW;737-7H4;1999;
US;N753US;A319-112;2000;
CO;N75410;737-924;2001;
CO;N75425;;;
CO;N75426;;;
AS;N754AS;737-4Q8;1992;
EV;N754EV;CL-600-2C10;2004;
OO;N754SK;CL-600-2C10;2005;
WN;N754SW;737-7H4;1999;
US;N754UW;A319-112;2000;
AS;N755AS;737-4Q8;1992;
EV;N755EV;CL-600-2C10;;
NW;N755NW;DC-9-41;1968;
WN;N755SA;737-7H4;1999;
OO;N755SK;CL-600-2C10;2005;
US;N755US;A319-112;2000;
AS;N756AS;737-4Q8;1992;
WN;N756SA;737-7H4;1999;
OO;N756SK;CL-600-2C10;2005;
US;N756US;A319-112;2000;
DL;N757AT;757-212;1984;
WN;N757LV;737-7H4;1999;
US;N757UW;A319-112;2000;
CO;N75851;757-324;2001;
CO;N75853;757-324;2002;
CO;N75854;757-324;2002;
CO;N75858;757-324;2004;
CO;N75861;757-33N;2001;
EV;N758EV;CL-600-2C10;2005;
OO;N758SK;CL-600-2C10;2005;
WN;N758SW;737-7H4;1999;
YV;N75987;CL-600-2B19;;
YV;N75991;CL-600-2B19;;
YV;N75992;CL-600-2B19;2000;
YV;N75994;CL-600-2B19;2000;
YV;N75995;CL-600-2B19;1999;
YV;N75996;CL-600-2B19;1999;
YV;N75998;CL-600-2B19;1999;
EV;N759EV;CL-600-2C10;2005;
WN;N759GS;737-7H4;1999;
NW;N759NW;DC-9-41;1968;
CO;N76064;767-424ER;2002;
CO;N76065;767-424ER;2002;
EV;N760EV;CL-600-2C10;2005;
NW;N760NC;DC-9-51;1976;
NW;N760NW;DC-9-41;1968;
OO;N760SK;CL-600-2C10;2005;
WN;N760SW;737-7H4;2000;
US;N760US;A319-112;2000;
CO;N76151;767-224;2000;
CO;N76153;767-224;2000;
CO;N76156;767-224;2001;
EV;N761ND;;;
WN;N761RR;737-7H4;2000;
CO;N76254;737-824;2000;
CO;N76265;737-824;2001;
CO;N76269;737-824;2001;
CO;N76288;737-824;2004;
AS;N762AS;737-4Q8;1992;
NW;N762NC;DC-9-51;1976;
NW;N762NW;DC-9-41;1969;
OO;N762SK;CL-600-2C10;2005;
WN;N762SW;737-7H4;2000;
US;N762US;A319-112;2000;
AS;N763AS;737-4Q8;1992;
NW;N763NW;DC-9-41;1969;
OO;N763SK;CL-600-2C10;2005;
WN;N763SW;737-7H4;2000;
US;N763US;A319-112;2000;
AS;N764AS;737-4Q8;1992;
NW;N764NC;DC-9-51;1976;
OO;N764SK;CL-600-2C10;2005;
WN;N764SW;737-7H4;2000;
US;N764US;A319-112;2000;
CO;N76502;737-824;2006;
CO;N76503;737-824;;
CO;N76504;737-824;2006;
CO;N76505;737-824;;
CO;N76508;737-824;2008;
CO;N76514;;;
CO;N76515;;;
CO;N76516;;;
CO;N76517;;;
AS;N765AS;737-4Q8;1992;
NW;N765NC;DC-9-51;1976;
OO;N765SK;CL-600-2C10;2005;
WN;N765SW;737-7H4;2000;
US;N765US;A319-112;2000;
NW;N766NC;DC-9-51;1977;
OO;N766SK;CL-600-2C10;2005;
WN;N766SW;737-7H4;2000;
US;N766US;A319-112;2000;
NW;N767NC;DC-9-51;1977;
OO;N767SK;CL-600-2C10;2005;
WN;N767SW;737-7H4;;
US;N767UW;A319-112;2000;
AS;N768AS;737-490;1992;
NW;N768NC;DC-9-51;1977;
OO;N768SK;CL-600-2C10;2005;
WN;N768SW;737-7H4;2000;
UA;N768UA;777-222;1995;
US;N768US;A319-112;2000;
AS;N769AS;737-4Q8;1993;
NW;N769NC;DC-9-51;1978;
WN;N769SW;737-7H4;2000;
US;N769US;A319-112;2000;
CO;N77066;767-424ER;2002;
NW;N770NC;DC-9-51;1978;
WN;N770SA;737-7H4;2000;
US;N770UW;A319-112;2000;
YV;N77181;CL-600-2B19;1997;
YV;N77195;CL-600-2B19;1997;
AS;N771AS;737-4Q8;1993;
NW;N771NC;DC-9-51;1978;
OO;N771SK;CL-600-2C10;2006;
UA;N771UA;777-222;1995;
CO;N77258;737-824;2000;
YV;N77260;CL-600-2B19;1998;
CO;N77261;737-824;2001;
YV;N77278;CL-600-2B19;1998;
YV;N77286;CL-600-2B19;1999;
CO;N77295;737-824;2005;
CO;N77296;737-824;2005;
AS;N772AS;737-4Q8;1993;
NW;N772NC;DC-9-51;1978;
OO;N772SK;CL-600-2C10;2005;
WN;N772SW;737-7H4;2000;
UA;N772UA;777-222;1995;
YV;N77302;CL-600-2B19;1999;
CO;N77303;737-3TO;1985;
YV;N77331;CL-600-2B19;1999;
AS;N773AS;737-4Q8;1993;
NW;N773NC;DC-9-51;1978;
WN;N773SA;737-7H4;2000;
OO;N773SK;CL-600-2C10;2005;
UA;N773UA;777-222;1995;
AS;N774AS;737-4Q8;1993;
NW;N774NC;DC-9-51;1978;
OO;N774SK;CL-600-2C10;2006;
WN;N774SW;737-7H4;2000;
CO;N77510;737-824;;
AS;N775AS;737-4Q8;1993;
WN;N775SW;737-7H4;2000;
AS;N776AS;737-4Q8;1994;
NW;N776NC;DC-9-51;1979;
OO;N776SK;CL-600-2C10;2006;
UA;N776UA;777-222;1996;
WN;N776WN;737-7H4;2000;
NW;N777NC;DC-9-51;1979;
WN;N777QC;737-7H4;2000;
UA;N777UA;777-222;1995;
CO;N77865;757-33N;2002;
CO;N77867;757-33N;2002;
AS;N778AS;737-4Q8;1994;
NW;N778NC;DC-9-51;1979;
OO;N778SK;CL-600-2C10;2006;
WN;N778SW;737-7H4;2000;
UA;N778UA;777-222;1996;
AS;N779AS;737-4Q8;1994;
NW;N779NC;DC-9-51;1979;
WN;N779SW;737-7H4;2000;
UA;N779UA;777-222;1996;
CO;N78004;777-224;1998;
NW;N780NC;DC-9-51;1979;
WN;N780SW;737-7H4;2000;
UA;N780UA;777-222;1996;
OH;N781CA;CL-600-2B19;1999;
NW;N781NC;DC-9-51;1979;
WN;N781WN;737-7H4;2000;
CO;N78285;737-824;2004;
NW;N782NC;DC-9-51;1980;
WN;N782SA;737-7H4;2000;
UA;N782UA;777-222;1997;
AS;N783AS;737-4Q8;1994;
NW;N783NC;DC-9-51;1979;
WN;N783SW;737-7H4;2000;
UA;N783UA;777-222;1997;
AS;N784AS;737-4Q8;1996;
NW;N784NC;DC-9-51;1980;
UA;N784UA;777-222;1997;
CO;N78501;737-824;2006;
CO;N78506;737-824;2006;
CO;N78509;737-824;2008;
CO;N78511;;;
AS;N785AS;737-4Q8;1997;
OH;N785CA;CL-600-2B19;1999;
NW;N785NC;DC-9-51;1980;
WN;N785SW;737-7H4;2000;
AS;N786AS;737-4S3;1990;
OH;N786CA;CL-600-2B19;1999;
NW;N786NC;DC-9-51;1980;
WN;N786SW;737-7H4;2000;
NW;N787NC;DC-9-51;1980;
WN;N787SA;737-7H4;2000;
CO;N78866;757-33N;2002;
AS;N788AS;737-490;1997;
WN;N788SA;737-7H4;2000;
WN;N789SW;737-7H4;2000;
WN;N790SW;737-7H4;2000;
AS;N791AS;737-490;1997;
WN;N791SW;737-7H4;2000;
UA;N791UA;777-222;1997;
CO;N79279;737-824;2003;
AS;N792AS;737-490;1997;
WN;N792SW;737-7H4;2000;
AS;N793AS;737-490;1998;
WN;N793SA;737-7H4;2001;
AS;N794AS;737-490;1998;
WN;N794SW;737-7H4;2001;
WN;N795SW;737-7H4;2001;
UA;N795UA;777-222;1997;
AS;N796AS;737-490;1998;
OH;N796CA;CL-600-2B19;1999;
WN;N796SW;737-7H4;2001;
UA;N796UA;777-222;1998;
AS;N797AS;737-490;1998;
OH;N797CA;CL-600-2B19;1999;
WN;N797MX;737-7H4;2001;
OH;N798CA;CL-600-2B19;1999;
WN;N798SW;737-7AD;1998;
AS;N799AS;737-490;1998;
WN;N799SW;737-7Q8;;
UA;N799UA;777-222;1998;
AA;N7ABAA;;;
AA;N7AGAA;;;
AA;N7AHAA;;;
AA;N7ALAA;;;
AA;N7ARAA;;;
AA;N7BGAA;;;
AA;N7BTAA;;;
AA;N7BUAA;;;
AA;N7CCAA;;;
MQ;N800MQ;;;
OO;N800SK;CL600-2D24;2006;
US;N801AW;A319-132;1998;
F9;N801FR;A318-111;2003;
MQ;N801MQ;;;
UA;N801UA;A319-131;1997;
US;N802AW;A319-132;1998;
F9;N802FR;A318-111;2003;
MQ;N802MQ;;;
NW;N802NW;A330-323;2003;
OO;N802SK;CL600-2D24;2006;
UA;N802UA;;;
US;N803AW;A319-132;1998;
F9;N803FR;A318-111;2003;
MQ;N803MQ;;;
OO;N803SK;CL600-2D24;2006;
UA;N803UA;;;
US;N804AW;A319-132;1999;
F9;N804FR;A318-111;2003;
MQ;N804MQ;;;
UA;N804UA;A319-131;1997;
US;N805AW;A319-132;1999;
OH;N805CA;CL-600-2B19;1999;
F9;N805FR;A318-111;2004;
MQ;N805MQ;;;
OO;N805SK;CL600-2D24;2006;
US;N806AW;A319-132;1999;
OH;N806CA;CL-600-2B19;;
F9;N806FR;A318-111;2004;
MQ;N806MQ;;;
OO;N806SK;CL600-2D24;2006;
UA;N806UA;A319-131;1998;
US;N807AW;A319-132;1999;
OH;N807CA;CL-600-2B19;1999;
F9;N807FR;A318-111;2004;
MQ;N807MQ;;;
OO;N807SK;CL600-2D24;2006;
UA;N807UA;A319-131;1998;
US;N808AW;A319-132;1999;
F9;N808FR;A318-111;2007;
MQ;N808MQ;;;
NW;N808NW;A330-323;2004;
UA;N808UA;A319-131;1998;
US;N809AW;A319-132;1999;
OH;N809CA;CL-600-2B19;2000;
F9;N809FR;A318-111;2007;
MQ;N809MQ;;;
OO;N809SK;CL600-2D24;2006;
UA;N809UA;A319-131;1998;
US;N810AW;A319-132;1999;
OH;N810CA;CL-600-2B19;2000;
F9;N810FR;A318-111;2007;
MQ;N810MQ;;;
OO;N810SK;CL600-2D24;2006;
UA;N810UA;A319-131;1998;
MQ;N811MQ;;;
UA;N811UA;A319-131;1998;
US;N812AW;A319-132;2000;
OH;N812CA;CL-600-2B19;2000;
F9;N812FR;A318-111;2007;
MQ;N812MQ;;;
OO;N812SK;CL600-2D24;2006;
UA;N812UA;A319-131;1998;
US;N813AW;A319-132;2000;
MQ;N813MQ;;;
OO;N813SK;CL600-2D24;2006;
UA;N813UA;A319-131;1998;
US;N814AW;A319-132;2000;
OH;N814CA;CL-600-2B19;2000;
MQ;N814MQ;;;
OO;N814SK;CL600-2D24;2006;
UA;N814UA;A319-131;1998;
US;N815AW;A319-132;2000;
OH;N815CA;CL-600-2B19;2000;
MQ;N815MQ;;;
OO;N815SK;CL600-2D24;2006;
UA;N815UA;A319-131;1998;
US;N816AW;A319-132;2000;
MQ;N816MQ;;;
OO;N816SK;CL600-2D24;2006;
UA;N816UA;A319-131;1998;
US;N817AW;A319-132;2000;
MQ;N817MQ;;;
OO;N817SK;CL600-2D24;2006;
UA;N817UA;A319-131;1998;
US;N818AW;A319-132;2000;
OH;N818CA;CL-600-2B19;2000;
MQ;N818MQ;;;
NW;N818NW;A330-323;2007;
UA;N818UA;A319-131;1998;
US;N819AW;A319-132;2000;
OH;N819CA;CL-600-2B19;2000;
MQ;N819MQ;;;
UA;N819UA;A319-131;1998;
US;N820AW;A319-132;2000;
MQ;N820MQ;;;
OO;N820SK;CL600-2D24;2006;
EV;N821AS;CL-600-2B19;1997;
US;N821AW;A319-132;2000;
MQ;N821MQ;;;
OO;N821SK;CL600-2D24;2007;
UA;N821UA;A319-131;1998;
US;N822AW;A319-132;2000;
MQ;N822MQ;;;
UA;N822UA;A319-131;1998;
EV;N823AS;CL-600-2B19;1997;
US;N823AW;A319-132;2001;
MQ;N823MQ;;;
UA;N823UA;A319-131;1998;
EV;N824AS;CL-600-2B19;1997;
US;N824AW;A319-132;2001;
MQ;N824MQ;;;
UA;N824UA;A319-131;1999;
EV;N825AS;CL-600-2B19;1997;
US;N825AW;A319-132;2001;
UA;N825UA;A319-131;1999;
US;N826AW;A319-132;;
MQ;N826MQ;;;
UA;N826UA;A319-131;1999;
EV;N827AS;CL-600-2B19;1997;
US;N827AW;A319-132;2001;
MQ;N827MQ;;;
UA;N827UA;A319-131;1999;
US;N828AW;A319-132;;
DL;N828MH;767-432ER;2000;
MQ;N828MQ;;;
UA;N828UA;A319-131;1999;
EV;N829AS;CL-600-2B19;1998;
US;N829AW;A319-132;;
DL;N829MH;767-432ER;2000;
MQ;N829MQ;;;
UA;N829UA;A319-131;2000;
EV;N830AS;CL-600-2B19;1998;
US;N830AW;A319-132;;
DL;N830MH;767-432ER;2000;
MQ;N830MQ;;;
UA;N830UA;A319-131;2000;
US;N831AW;A319-132;2001;
DL;N831MH;767-432ER;2000;
MQ;N831MQ;;;
UA;N831UA;A319-131;2000;
EV;N832AS;CL-600-2B19;1998;
US;N832AW;A319-132;2001;
DL;N832MH;767-432ER;2000;
MQ;N832MQ;;;
UA;N832UA;A319-131;2000;
EV;N833AS;CL-600-2B19;1998;
US;N833AW;A319-132;2002;
DL;N833MH;767-432ER;2000;
MQ;N833MQ;;;
UA;N833UA;A319-131;2000;
EV;N834AS;CL-600-2B19;1998;
US;N834AW;A319-132;;
DL;N834MH;767-432ER;2000;
MQ;N834MQ;;;
UA;N834UA;A319-131;2001;
EV;N835AS;CL-600-2B19;1998;
US;N835AW;A319-132;;
MQ;N835MQ;;;
UA;N835UA;A319-131;2001;
EV;N836AS;CL-600-2B19;1998;
US;N836AW;A319-132;2005;
MQ;N836MQ;;;
UA;N836UA;A319-131;2001;
EV;N837AS;CL-600-2B19;1998;
US;N837AW;A319-132;2005;
MQ;N837MQ;;;
UA;N837UA;A319-131;2001;
EV;N838AS;CL-600-2B19;1998;
US;N838AW;A319-132;2005;
DL;N838MH;767-432ER;2001;
MQ;N838MQ;;;
UA;N838UA;A319-131;2001;
EV;N839AS;CL-600-2B19;1999;
US;N839AW;A319-132;2006;
MQ;N839MQ;;;
UA;N839UA;A319-131;2001;
EV;N840AS;CL-600-2B19;1999;
US;N840AW;A319-132;2006;
MQ;N840MQ;;;
UA;N840UA;A319-131;2001;
EV;N841AS;CL-600-2B19;1999;
MQ;N841MQ;;;
UA;N841UA;A319-131;2001;
EV;N842AS;CL-600-2B19;1999;
MQ;N842MQ;;;
UA;N842UA;A319-131;2001;
EV;N843AS;CL-600-2B19;1999;
MQ;N843MQ;;;
UA;N843UA;A319-131;2001;
EV;N844AS;CL-600-2B19;1999;
MQ;N844MQ;;;
UA;N844UA;A319-131;2001;
EV;N845AS;CL-600-2B19;1999;
MQ;N845MQ;;;
UA;N845UA;A319-131;2001;
MQ;N846MQ;;;
UA;N846UA;A319-131;2001;
EV;N847AS;CL-600-2B19;1999;
MQ;N847MQ;;;
UA;N847UA;A319-131;2001;
EV;N848AS;CL-600-2B19;1999;
MQ;N848MQ;;;
UA;N848UA;A319-131;2002;
EV;N849AS;CL-600-2B19;1999;
MQ;N849MQ;;;
UA;N849UA;A319-131;2002;
EV;N850AS;CL-600-2B19;1999;
MQ;N850MQ;;;
UA;N850UA;A319-131;2002;
EV;N851AS;CL-600-2B19;1999;
MQ;N851MQ;;;
UA;N851UA;A319-131;2002;
EV;N852AS;CL-600-2B19;;
MQ;N852MQ;;;
UA;N852UA;A319-131;2002;
EV;N853AS;CL-600-2B19;2000;
MQ;N853MQ;;;
UA;N853UA;A319-131;2002;
MQ;N854MQ;;;
UA;N854UA;A319-131;2002;
EV;N855AS;CL-600-2B19;2000;
MQ;N855MQ;;;
UA;N855UA;A319-131;2002;
MQ;N856MQ;;;
EV;N857AS;CL-600-2B19;2000;
MQ;N857MQ;;;
EV;N858AS;CL-600-2B19;2000;
MQ;N858MQ;;;
EV;N859AS;CL-600-2B19;2000;
EV;N860AS;CL-600-2B19;2000;
EV;N861AS;CL-600-2B19;2000;
OO;N862AS;CL-600-2B19;2001;
OO;N863AS;CL-600-2B19;2001;
OO;N864AS;CL-600-2B19;2001;
OO;N865AS;CL-600-2B19;2001;
OO;N866AS;CL-600-2B19;2001;
EV;N867AS;CL-600-2B19;2000;
EV;N868AS;CL-600-2B19;2001;
OH;N868CA;CL-600-2B19;2000;
OO;N869AS;CL-600-2B19;2001;
EV;N870AS;CL-600-2B19;2001;
EV;N872AS;CL-600-2B19;2001;
YV;N87353;CL-600-2B19;1999;
EV;N873AS;CL-600-2B19;2001;
EV;N874AS;CL-600-2B19;2001;
CO;N87507;737-824;;
CO;N87512;;;
CO;N87513;;;
EV;N875AS;CL-600-2B19;2001;
EV;N876AS;CL-600-2B19;2001;
EV;N877AS;CL-600-2B19;2001;
EV;N878AS;CL-600-2B19;2002;
EV;N879AS;CL-600-2B19;2002;
EV;N880AS;CL-600-2B19;2002;
EV;N881AS;CL-600-2B19;2001;
EV;N882AS;CL-600-2B19;2001;
EV;N883AS;CL-600-2B19;2001;
EV;N884AS;CL-600-2B19;2001;
EV;N885AS;CL-600-2B19;2001;
EV;N886AS;CL-600-2B19;2001;
EV;N889AS;CL-600-2B19;2001;
FL;N891AT;717-200;2004;
NW;N8921E;DC-9-31;1967;
NW;N8923E;DC-9-31;1967;
NW;N8925E;DC-9-31;1967;
NW;N8926E;DC-9-31;1967;
NW;N8928E;DC-9-31;1967;
NW;N8929E;DC-9-31;1967;
FL;N892AT;717-200;2004;
NW;N8933E;DC-9-31;1967;
FL;N893AT;717-200;2004;
NW;N8944E;DC-9-31;1968;
NW;N8945E;DC-9-31;1968;
FL;N894AT;717-200;2004;
FL;N895AT;717-200;2004;
FL;N896AT;717-200;2005;
NW;N8978E;DC-9-31;1968;
NW;N8986E;DC-9-31;1969;
FL;N899AT;717-200;2005;
DL;N900DE;MD-88;1992;
EV;N900EV;CL-600-2B19;2002;
MQ;N900MQ;;;
DL;N900PC;757-26D;1997;
WN;N900WN;737-7H4;2007;
US;N901AW;757-2S7;1985;
DL;N901DA;MD-90-30;1995;
DL;N901DE;MD-88;1992;
EV;N901EV;CL-600-2B19;2002;
WN;N901WN;737-7H4;2007;
US;N902AW;757-2S7;1985;
DL;N902DA;MD-90-30;1994;
DL;N902DE;MD-88;1992;
EV;N902EV;CL-600-2B19;2002;
YV;N902FJ;CL600-2D24;2003;
F9;N902FR;A319-111;2001;
MQ;N902MQ;;;
WN;N902WN;737-7H4;2007;
US;N903AW;757-2S7;1985;
DL;N903DA;MD-90-30;1995;
DL;N903DE;MD-88;1992;
EV;N903EV;CL-600-2B19;2002;
YV;N903FJ;CL600-2D24;2003;
OO;N903SW;CL-600-2B19;2000;
WN;N903WN;737-7H4;;
US;N904AW;757-2S7;1986;
DL;N904DA;MD-90-30;1995;
DL;N904DE;MD-88;1992;
DL;N904DL;MD-88;1987;
